name,email,website,phone,address,sent
Le Vizille,,,,,non
La Maison des raviolis,marseille6@la-maison-des-raviolis.fr,http://www.la-maison-des-raviolis.fr/site/index.html,+33 491851856,28,non
La Maison des Raviolis - Italie,marseille6@la-maison-des-raviolis.fr,https://www.la-maison-des-raviolis.fr/,+33 4 91 94 59 08,14 Rue d'Italie,non
Le Portugais,josemvfaria@hotmail.fr,,+33 4 84 18 59 85;+33 9 82 23 28 13,39 Marseille,non
Braserie de l'Océan,,,,,non
Le Cafouch aux Saveurs,contact@lecafouch.fr,https://www.lecafouch.com/,+33486770464,21 Rue Gaston Castel Marseille,non
Multi Restauration Méditerranée,,https://www.multirestauration.com/,+33 4 91 02 04 04,21 Marseille,non
Ourea,ourea.restaurant@gmail.com,https://www.ourea-restaurant.com,+33 4 91 73 21 53,,non
Yima,,,+33 4 91 55 70 13,,non
La petite Italie,,,+33 4 91463569,139 Rue Rabelais Marseille,non
Pizza Zazza,,,,,non
Pizzeria Buona Sera,,,,,non
Master Café,,,,,non
Ice Park,,,,,non
Restaurant Apave,,,,,non
Le Petit Dugo,contact@petitdugo.fr,https://petitdugo.fr/,+33 9 80 90 63 79,,non
Le Toigou,,https://www.letoigou.fr/,+33 4 91 71 09 74,162 Avenue de Mazargues,non
La Ruche,,http://www.laruche-marseille.fr/,+33 4 91 21 62 03,128 Marseille,non
Fine Cocott,,,,,non
Oeuf,contact@berniecoffee.fr,https://berniecoffee.fr/,+33 4 91 56 04 26,7 Place de Rome,non
Le petit Chamarel,,,,,non
Waldorf of Marseille,,,,,non
Soul,,,+33 6 28 04 44 52,12 Rue du Théâtre-Français,non
Chez Diego,brunchadomicile@gmail.com,https://chezdiego.eatbu.com,,1 Boulevard Louis Salvator,non
Papyrus,,,,,non
Burger's banquet,,,,,non
Pizzeria di Venezia,,,,,non
La Terrasse des Embruns,,,,,non
La Casertane,,,,,non
Babbo,,,,,non
La Table du 12em,,,,,non
Italia Pizza,,,,,non
Emilio,,https://www.facebook.com/Emilio-168344943287853/,+33491326776,70 Avenue de Mazargues Marseille,non
Mama Ghana,,,,,non
ChungChun Ricedog Coréen,,,,,non
Bombay-Hanoï,,,,,non
Jour Vieux Port,,https://cmdfrance.jour.fr/fr/shops/healthy/marseille-vieuxport,+33 4 91 91 79 78,,non
L'Alveola  Pizza al taglio,,https://www.lalveola.com/,+33 4 91 34 95 10,,non
Spok (Notre Dame),contact@spok.fr,https://www.spok.fr/,+33491673257,,non
Sepia,,https://restaurant-sepia.com,+33983826727,,non
Sushi street café,,sushistreetcafe.fr,+33491541790,,non
Les halles de la Major,,leshallesdelamajor.com,+33491458010,,non
Spok (La Timone),contact@spok.fr,https://www.spok.fr/,+33491982087,,non
Le présage,contact@lepresage.fr,https://lepresage.fr/,+33776075461,99 Traverse de la rose,non
Spok (Herriot),contact@spok.fr,https://www.spok.fr/,+33491743826,62,non
Au Cœur du 17,,,,,non
Brasserie L'Atypique,,,,,non
Rive Gauche,,,,,non
MS Club,contact@ms-club.fr,https://www.ms-club.fr/,,,non
Marafiki,marafiki_resto@yahoo.com,https://www.marafiki-restaurant.fr/,+33 6 09 76 45 52,34 Rue du Refuge,non
Comptoir Longchamp,,,,,non
L'Escale des Docks,,,,,non
La cucina di Nini,,,,,non
Brasserie Le Portis,,,,,non
L'Estaca,,,,,non
Paulette's,,,,,non
Magnolia,,,,,non
Le Phocea,,,,,non
La mère buonavista,,,,,non
Brasserie Paulaner,,,,,non
fivepizza,,,,,non
Bella Pizza,,,+33 4 91 25 00 11,,non
Coquillages de Montredon,,,+33 9 54 60 82 48; +33 6 62 00 85 75,79 Avenue de la Madrague de Montredon,non
Le Comptoir aux Huiles by Delucce,,https://le-comptoir-aux-huiles-by-delucce.business.site/?utm_source=gmb&utm_medium=referral,+33 6 37 99 67 98,38,non
Tripletta,,,,,non
Nouveau Oriental Grill's,,,,,non
Le Capados,,,,,non
Tandoori food,,,,,non
Modo PIZZA,,,+33491052504,57 Boulevard de Strasbourg Marseille,non
La marmite du régal,,,,,non
B52 café,,,,,non
Regain,bonjour@regain-marseille.com,https://www.regain-marseille.com/,,53 Marseille,non
Otto Marseille,restaurantottomarseille@gmail.com,https://restaurantotto.fr/,+33 4 91 71 16 52,150,non
Le Blum,,https://www.blumcanebiere.com/,+33 4 84 89 60 09,,non
L'Avidita,,https://www.facebook.com/laviditamarseille/,,112 Marseille,non
Steak Lounge,,https://www.facebook.com/SteakLoungeMarseille/,,112 Marseille,non
Brothers,,https://www.facebook.com/brothersrestaurantcantini/,,100 Marseille,non
Ichiban,,https://fr.restaurantguru.com/Ichiban-Les-Pennes-Mirabeau,+33 4 42 09 74 90,,non
Côté Sushi,,https://cotesushi.com/restaurants/439-cote-sushi-marseille-prado,+33 4 82 29 09 10,359,non
Un jardin en ville,,https://unjardinenville.fr/,+33 9 53 39 76 09,22 Avenue de Mazargues,non
La roquette,,,,,non
Elyssa,,https://www.elyssa-restaurant.fr/,+33491560081,27,non
Set,,,,,non
My Little Warung,,https://www.mylittlewarung.com/restaurant/marseille-dromel/,+33 4 91 80 18 91,19,non
Le Daily,,https://ledailygolf.fr/,+33 4 91 06 58 86,,non
Roma Pizza,mhc13190@gmail.com,http://romapizza.fr,04 91 76 06 88,159 Avenue Clot-Bey,non
La Terrasse,,,,,non
Venus,,,+33 4 91 92 03 53,79,non
Gran Café,,,+33 4 91 22 70 84,158,non
Le Grand Bleu,,,,,non
Les Membres,,,,,non
Le Flash,,,,63,non
O'Dakar,,,,122 Avenue de la Viste Marseille,non
Mevlana Restaurant,,,,,non
La Rostantine,,,,44,non
Gilberte et Marguerite,,https://www.gilberteetmarguerite.com/,+33 4 95 09 15 20,,non
Nirvana Buffet,,,,,non
Le Tre Galles,,,,,non
Marcel à Table,,,,,non
Marseille en face,,,,,non
Brasserie Le 3G,,https://www.tripadvisor.fr/Restaurant_Review-g1142663-d10284752-Reviews-Brasserie_Le_3G-Cabries_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,+33 4 42 34 86 23,Cabriès,non
La Cantine d'Édouard,lacantinededouard@gmail.com,https://www.plandecampagne.com/annuaire/la-cantine-dedouard/,+33442771011,Rue du Plan de Campagne Les Pennes-Mirabeau,non
Maison Boheme,maisonboheme@icloud.com,https://restaurantmaisonboheme.fr/,,,non
Claudia Ristorante,,,,,non
Maga,,,,,non
Kyo,,https://www.kiosßui.com/,+33 4 84 25 15 11,15 Avenue du Prado,non
Le 24,,,,24 Rue Falque,non
Montevideo,,,,,non
JP Noodle Bar,,,,,non
Cocobongo,,,,,non
Pizza Cosy,,,,101 Rue de la République,non
Fresh Box,,,,17 Rue Jean Trinquet,non
Au Deux Guingois,,,+33491893734,25 Rue du Chevalier Roze,non
Le Pensez-y,,,,,non
Le Baron Perché,,,,,non
Il Canaletto,,,,,non
La Terrasse du 8ème,,,+33491776202,,non
Son-Thuy,,,,,non
Le Mumedia,,,,,non
Restaurant Pizzeria chez Moussa,,,,,non
Apsara,apsara.marseille@free.fr,,+33 4 91 55 55 71,151 Rue Sainte,non
Le Cabanon de l'Estaque,,,,,non
Le Capucin,contact@brasserielecapucin.com,https://www.brasserielecapucin.com/,+33 4 30 22 03 12,,non
La Calanque,,,,6 Place de la Calanque Le Rove,non
Au Bord de l'Eau,,,,,non
L'Aristocrate,,,,Avenue de la Viste Marseille,non
Chiken Food,,,,,non
Arkose,,,,101 Boulevard Michelet,non
High Cube Marseille,,,,Rue de Shangaï Marseille,non
Le Julien,,,+33491370622,114 Rue Paradis,non
Suchic,,,,,non
Le Zénith,,,,,non
New Delhi,,,,,non
Le 24 Poke Bowl,,,,46 Rue Breteuil,non
Le Diamant,,,,,non
TANTAKY,,,,,non
Le Dauphin,,,,,non
Pizzeria Baffi,,,,15 Route de la Gavotte Marseille,non
Splendido,,,+33 4 84 45 40 03,,non
Placette,,,,22 Rue de la Guirlande Marseille,non
Le Pavillon du Thé,,,,Marseille,non
La Véranda,,,,,non
Le Diamant Noir,,https://lediamantnoir-marseille.fr/,,,non
Carlotta With,,,,,non
Restaurant les Sept Thèmes,,,,,non
Restaurant Genji,,,,,non
La Baronne,,,,,non
La Fabrique,,,,,non
Le Rovenain,,,,,non
Ékume,,,,,non
Massilia,,,,,non
Le Par Azar,,,,,non
Le Bousti,nom@domain.com,https://lebousti.fr,,60 Rue des Trois Frères Barthélémy,non
Ummagumma,,,,,non
Les Trois Rois,,,,,non
Palais de l'Inde,,,,,non
Belle Île en Mer,,,,,non
Avanti Popolo,,,,,non
Maison des Nines,,,,,non
Figure,,https://instagram.com/figuremarseille,+33 4 65 57 08 87,90 Bd Vauban,non
Cantoche,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.cantochemarseille.com/,+33 4 91 70 24 99,13 Rue Haxo,non
Le Pénard,,,,,non
Moon,,,,rue de Rome,non
Busan,,,,,non
Le Madraguin,,,,,non
Les Jardins du Cloître de Marseille,contact@lecloitre13.fr,https://lesjardinsducloitredemars.fr/,+33491122942,,non
Pub Marina,,,,,non
Lou Frieu,,,,,non
L'hostellerie,,,,,non
La Calabria,stephanie.condello@sfr.fr,https://la-calabria.eatbu.com,+33491510965,6 Route de Calas Septèmes-les-Vallons,non
L'Évêché,,,,,non
J'aime Sushi,,,,,non
So’,,,,,non
Le Palace,,,,,non
Opanda,,,,,non
Georgia,,,,45 Rue Sainte,non
Restaurant Quartier Libre,nom@domain.com,https://quartierlibre-marseille.fr/fr,+33 9 88 39 85 11,13 Rue Glandevès,non
QUIETum,contact@quietum.fr,,+33 9 54 83 95 43,,non
La Cave à Jambon,,,,,non
La Serenata,laserenata@rorange.fr,https://www.laserenata.fr/,+33 4 91 75 79 05,,non
Le bar du théâtre,,,,,non
Ashoka,,https://www.restaurant-ashoka.com/,+33 4 91 33 18 80,,non
Coin Cantine,,,,,non
Maison Bao,,,,,non
Ciel - rooftop,,https://www.ciel-rooftop.com/marseille,,,non
C'est bon,,https://cestbon-marseille.fr/,+33 6 14 56 17 80,11 Avenue du Maréchal Foch Marseille,non
Lynn Dalaga - mode et restauration,,,,,non
O-Pho 187,,,,,non
Le Salon Provençal,,,+33 4 91 68 39 92,1,non
Robato,robato.ramen@gmail.com,https://robato-ramen.fr,+33 9 87 19 72 06,63 Allée Léon Gambetta Marseille,non
Latté,latteclubevent@gmail.com,https://lattemarseille.fr/fr,+33 9 82 33 19 20,16 Rue de l'Évêché,non
Strega,,,,,non
Hododa,bonjour@hododa.com,https://www.hododa.com,+33 4 91 31 09 63,15 Rue de l'Évêché Marseille,non
O Puits Gourmand,,,,,non
Waffle Factory,,,,,non
Crep'eat,,,,,non
Le Trocadéro,,,,,non
Arrosoir,,https://www.arrosoir-marseille.com/,+33 9 54 22 65 71,,non
La ciergerie,,https://laciergerie.eatbu.com/,+33465859306,,non
La nena,,https://www.instagram.com/lanena_marseille/,+33496161472,,non
Oyat,,https://oyat-traiteur.com/,+33 4 65 95 74 30,,non
Le Commis d'Office,,,+33491661848,,non
L'heure de Marseille,,,,,non
Le Palmier,,,+33 4 91 54 47 42,42 Rue Vacon,non
Feu Viet,,,,,non
Butcher's,,,,,non
L'instant,,,,,non
Le Relais Corse,,,+33950729953,49 Avenue du Prado,non
La Bazarette,,,,,non
Au doyen,,,,,non
L’Oliveraie,,,,,non
Cali Kitchen,hello@calikitchen.fr,https://calikitchen.fr/,,,non
Le Cigale,,,+33 9 54 62 79 36,92-94 Quai du Port,non
Sa mesa sarda,,,+33 6 17 46 13 33,1 Boulevard Queirel,non
Namaste,,,,,non
Borely,,,,,non
Ha noi pho,,,,,non
Chez Quan,,,,,non
Bharati,,,,,non
hotellerie-restaurant,,,,,non
La Grande Italia,,,,,non
SportBeach,,,,,non
Les rigoles,,,,,non
Sushi Room,,https://www.sushi-room.fr/,+33 4 91 33 47 43,52 Rue Vacon,non
Le Bistrot d'Alberto,,,+33 4 91 59 40 68,,non
Bring Me My Coffee,,,,,non
Le Métro,,,,,non
Piccolo,,,,,non
Dakao,,,,,non
Sidi Bou Saïd,,,,,non
Italian Trattoria,,,,,non
Chez Marinette,,,+33 7 82 10 06 46,,non
Le Faucon,,,,22 Rue de Lyon,non
Pizzeria Etna,,,+33 4 91 59 11 26,444 Avenue de Montolivet Marseille,non
le 460 "bistro burger",,https://www.facebook.com/profile.php?id=100094260721822,+33 9 81 28 80 64,460 Boulevard Henri Tasso allauch,non
Jardin Kché,,,,,non
Lion bonjour,,,,,non
Oil and Wax,,,,,non
Les Bavards - Bouillonnerie de l'opéra,,,,,non
Restaurant des amis,,,,,non
L'Écrin de Verdure,,,,,non
Kioto Sushi,,,,,non
L'Assiette Orientale,,,,,non
Boostan,,,,,non
L'enseigne 117,,,,117 Rue Sainte,non
Bar à manger,,,,,non
Bouillabaisse Turfu,,,,1 Rue Pythéas,non
Au Grain Desiré,,,+33 4 91 33 42 01,,non
Trattoria del Sud da Vicenzo,,https://www.trattoriadelsud.fr/,+33 4 91 77 93 40,420 Avenue de Mazargues,non
Le Turf,,,,,non
La Civette,,,,,non
Mauvaise Herbe,,,,6 Rue Haxo,non
Ramen Go,,,,,non
Le Siam,,,+33 4 91 73 91 08,,non
Le consolat,,,+33491050429,,non
La poule noire,,,,,non
Homer Lobster,,,,,non
La Balagne,,,,51 Promenade Georges Pompidou,non
Viaghji,,,+33 4 91 52 78 28,,non
Beau Rivage,,,,,non
Pause café cantine,,,,38 Rue Papety,non
La Maronaise,,,+33 4 91 76 63 93,,non
Baladi,,,,,non
By Food Grillades,,,,,non
Io e Te,,,,37 Rue de Suez,non
Le sampiero,,,,,non
Le quai gourmand,,,,,non
La cantine de Jeannine,,,,,non
Senju sushi,,,,,non
Mia Nonna,,https://mianonna.order.dish.co/menus,+33 4 91 277 277,87 Marseille,non
Le plan de a à z,,,,,non
Le Refuge,,,,22 Rue du Refuge,non
Cali Sushi,,,,26 Avenue Pasteur,non
Brasserie l'Opera,,,+33 6 37 96 43 79,4 Rue Corneille,non
Nul Part Ailleurs,contact@restaurantnulpartailleurs.com,https://www.restaurantnulpartailleurs.com/,+33 4 30 22 03 65,18 Quai de Rive-Neuve Marseille,non
Maison M&R,,,,,non
Le Romarin,,,,,non
Piou,,,,,non
Les 2 z'elles,,,,,non
Le chalet des pommiers,,,,,non
oh!bowls,,https://www.ohbowls.fr/,+33 4 65 85 43 29,9 Rue Borde,non
Nina Sushi,,https://ninasushi.com/,+33 4 65 40 51 73,,non
La Broche Tourne,,,,,non
Le Jade,,,,,non
Yuko Ramen,,,,13 Avenue du Maréchal Foch,non
Le P'tit Léo,,,,175 Avenue du Prado,non
Trattoria Partenope,,,,,non
La Pizz,,,,,non
Le cercle rouge,,,,,non
Cafi Shop,,,,,non
KIN - Libala,,,,,non
Basilic & Co Marseille (République),basilicandco.marseille02@gmail.com,https://basilic-and-co.com/restaurants/pizzeria-marseille-republique/,+33 4 96 17 12 75,93 Rue de la République Marseille,non
Melan Grill,,,,,non
Bozen,,,,,non
Le Murano,,,,,non
Le Batavia,,,,,non
Poissonnerie Kennedy,,,,245 Corniche du Président John Fitzgerald Kennedy,non
Jour Euromed,,https://cmdfrance.jour.fr/fr/shops/healthy/marseille-euromed,+33 4 91 31 92 20,,non
Jour Les Docks,,https://cmdfrance.jour.fr/fr/shops/healthy/marseille-lesdocks,+33 9 62 61 66 72,,non
Emile,,,,279 Avenue du Prado,non
NKI Sushi,,,,,non
Casa Mia,,,,,non
500 Degrés Pizza,contact@500degres-pizzas.com,https://500degres-pizza.com/,,30 Honoré d'Estienne d'Orves Marseille,non
Pho Vietnam,,https://phovietnam.fr,+33 9 87 33 43 73,,non
La bastide de Massimo,,,,,non
Le Starlight,,,,112 Avenue de Hambourg Marseille,non
Bistrot Baya,,,,,non
Face à la mer (Restaurant-Pizzeria),,,,227 Avenue Pierre Mendès France,non
Pacha Grill - Restaurant Marseille,,,,227 Avenue Pierre Mendès France,non
Les délices du Prado,,,+33 4 91 22 89 53,275 Avenue du Prado Marseille,non
Boon Mi Food,,https://boonmi.sumupstore.com/,,,non
Pure Braise,restaurant@purebraise.fr,https://purebraise.fr/,+33 4 91 95 46 13,,non
Le 100,,,,,non
Lima Lemon,,,,,non
Cuisine Verticale Pizzeria,,,,,non
Jaipur,,,,,non
Le Marseillais,,,,,non
Jade d'Asie,,,+33 491850281,34 Avenue de Saint-Just,non
Frères Brioche,,,,,non
Minots,,,,,non
Vente a emporter,,,,,non
New Terrasse,,,,,non
La Table Libanaise,,,,,non
Poulet Braisè,,,,,non
Djerba,,,,,non
L'Osteria,,,+33 6 16 58 81 24,,non
Seik,,,,,non
Bianco,,,,,non
Kaz Kreol,,,,,non
Bo' RESTO,,,,,non
Durum kebab,,,,,non
Bazile,,,,,non
Sahmaran,,,,,non
Le Gambetta,,,,,non
L'écaillerie,,,,28 Rue d'Endoume,non
Cocotero,,,,,non
Brasserie Les Allees,,,,,non
Petit Tunis,,,,,non
Ô Bobar,,,,,non
Risotto'go,,,,,non
Sous le Figuier,,,,,non
Thaiwoke,,https://www.thaiwoke.fr/contact,,25 Boulevard Baille,non
Le 568,,,+33 4 95 08 92 61,,non
L'instant...,,,+33 4 91 46 94 07,68 Boulevard de la Carrairade,non
Umi Sushi,,,,1 Boulevard Sainte-Anne Marseille,non
Rôtisserie César,,https://rotisserie-cesar.fr/,,3 Boulevard Sainte-Anne Marseille,non
Pizza Sainte Anne,,https://pizzasainteanne.com/,+33 4 91 71 79 55,1 Boulevard Sainte-Anne Marseille,non
La Quinta,,,,,non
Nòu,,,,2 Rue Dumarsais,non
Trattoria Portofino,,,,,non
mavrommàtis,,,,,non
Brasserie Le Soleil,,,,,non
Lulo Bar,,,,,non
Limmat,,https://www.limmatmarseille.com/,,41 Rue Jean-Baptiste Estelle,non
Trésors d'Arménie,,,+33 4 91 77 82 54,475 Avenue de Mazargues,non
La Rhumerie,,,,,non
Les Voiles M,,,,,non
Le Bistingo,,,,,non
L'Indigo Café,,,,,non
Yafel,yafelmarseille@gmail.com,https://yafelmarseille.fr,+33 4 88 08 31 59,1 Boulevard Théodore Thurner Marseille,non
Kaïts Pita Bar,nom@domain.com,https://kaitskitchen.fr/fr,+33 4 91 25 32 82,8 Rue Thieux,non
Le Bar 1917,,,,,non
La Releve,,,,,non
Chez Papa,,,,,non
La Gratinée,,,,120 Avenue du Marché d'Intérêt National,non
THE 716,,,,134 Rue Peyssonnel,non
Yerevan,,,,,non
Lemaitre Ivoire,,,,,non
Pizze & Sfizi,,https://www.pizze-e-sfizi.fr/,+33 4 91 66 17 07,153 Rue Sainte,non
Chez Tamar,cheztamar@yahoo.fr,https://chez-tamar.eatbu.com/?lang=fr,+33789072591,56 Rue de l'Évêché,non
Les Beaux Mets,,https://www.lesbeauxmets-marseille.fr/,,,non
Nua,,,,,non
Steak 'n Shake,,https://steaknshake.fr/,+33 4 42 43 06 30,Les Pennes-Mirabeau,non
O'Canotier,,,,,non
Cô Bây,,https://app.cookie.menu/restaurants/661e642dc724a3074efb922a#661e672dc724a38b42fb9e66,,26 Rue du Rouet,non
O’ Max Grillades,amine.benlarbi@live.fr,,+33 6 51 60 30 77,,non
Zin Zin,,https://www.instagram.com/zinzin_cantine_marseille/,,18 Rue Guy de Combaud Roquebrune,non
Bel di Brunch,,,,26,non
Inci Restaurant,,,+33 7 86 35 44 74,33 Boulevard Philippon,non
yoj,,,,,non
Le Roy René,,,,,non
Plats d'Asire,,,+33484265801,41 Boulevard Jeanne d'Arc Marseille,non
Dérive,,,,49 Rue de Suez,non
Mercato by winesucker,,,,36 Rue de La Loubière,non
À Moro,,,,3 Rue Venture,non
La Brasserie du Village,,,,,non
Les délices de l'ouest africain,,,,,non
Lido Saigón,,,+33 4 91 76 12 30,,non
Bombay Grill,,,,,non
L'Opium,,,,,non
Riz d'or,,,,,non
la Cachette,,,,24 Rue de la Guirlande,non
Club César,,,,,non
Livingston,,,,5 Rue Crudère,non
Ripaille,,,+33 4 91 91 78 35,56 Rue de Lorette,non
Le Saint Victor,,,,,non
La cantine solaire du Présage,,https://lepresage.fr/wp/la-guinguette-solaire/,+33 7 49 43 69 67,,non
Safia cuisine de Yema,,,,13 Rue Rouget de Lisle,non
La boite a panisse,,,,,non
Délices Viet-Nam,,,+33 4 91 61 26 69,,non
La Bonne Brise,,https://www.restaurant-labonnebrise.fr/,+33 4 42 02 60 89,,non
El Barrio Marsella,,,,14a Rue d'Aubagne,non
IPPON MARSEILLE,,,,7 Rue Lulli,non
Yassou greek pita,,https://www.instagram.com/yassou_marseille,,36 Grand Rue Marseille,non
La Palestine de Gaza,restaurantlapalestinedegaza@gmail.com,,+33 7 87 74 00 07,82 Rue Curiol,non
GRENAT,,,,57 Rue Grignan,non
Koutouki,,,,7 Boulevard de la Libération - Général de Monsabert,non
Le Riviera,,,,2 Place Pierre Brossolette,non
Mimas,,,,3 Place Pierre Brossolette,non
La Casbah Des Halles,,,,,non
L'écailler Des Halles,,,,,non
Saray grill,,,,,non
Gros Bao,,,,3 Cours Saint-Louis,non
L'Abidjanais,,,+33 9 51 60 63 64; +33 6 99 92 27 72,10 Rue du Théâtre-Français,non
François coquillages,,,,,non
La Bonne Chaire,,,,,non
Les Terrasses du Barjaqueur,,,,30 Cours Honoré d'Estienne d'Orves Marseille,non
Le Columbia,,,,,non
Restaurant Le Palmier,,,+33 4 91 69 77 09,14 Rue Martial Reynaud,non
John Silver,johnsilver.ob@gmail.com,https://www.tripadvisor.fr/Restaurant_Review-g187253-d33261944-Reviews-John_Silver_Original_Bistroffee-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d.html,,6 Rue Neuve Sainte-Catherine,non
Le Palais du Maharajah,,,,151 Route des Trois Lucs à La Valentine,non
Kima,,,,24 Place aux Huiles,non
le libanais contemporain,,,,30 Rue Fortia,non
La Palestine,,,,24 Rue Mazenod,non
Les Plaisirs de Carthage,yasser.66@live.fr,https://les-plaisirs-de-carthage-marseille.eatbu.com/,+33 4 91 71 23 98,13 Rue Belle Ombre,non
Iwao,,,,27 Rue Sainte,non
Coco,,,,,non
Tilt,,,,Rue Crillon,non
The Roof Kitchen,contact@theroofkitchen.fr,https://www.theroofkitchen.fr/,+33 4 91 95 89 22,305 Rue Albert Einstein,non
Marokko Street,support@webador.fr,https://marokkostreet.com/,+33 6 20 03 95 70,21 Rue d'Italie,non
El Cholo,,,+33 6 51 21 20 90,4 Rue Saint-Pierre,non
O'carioca,,,+33 7 82 62 02 81,13 Rue Vian,non
Indiana Café,selim.boulakhras@indianacafe.fr,https://www.indianacafe.fr/restaurant/plan-de-campagne,+33 4 42 09 75 91,Avenue du Plan de Campagne Les Pennes-Mirabeau,non
Roha,,https://www.roharestaurant.fr/,+33 6 52 11 80 19,5 Rue Pierre Dupré Marseille,non
La Bottega,,https://labottegapizzeria.fr/,+33491986867,84 Rue Perrin-Solliers,non
B.A.O,,,,,non
Marseille bb,,,+33 4 88 86 19 86,,non
Sparacello,,,,14 Rue du Jeune Anacharsis,non
Ristoriana,,,,,non
Royal Kechmara,info@email.com,https://royalkechmara.fr/,,Chemin des Rigons Les Pennes-Mirabeau,non
Paradis du Fruit,,https://www.leparadisdufruit.fr/,,,non
Steak‘n Shake,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://contact45464.wixsite.com/steaknshakepdc/menu,+33 4 42 43 06 30,Chemin des Rigons Les Pennes-Mirabeau,non
Crepe Touch,,https://www.crepetouch.com/,,Chemin des Rigons Les Pennes-Mirabeau,non
Chikin Bang,plandecampagne@chikinbang.com,https://chikinbang.com/restaurant/plan-de-campagne,+33 961165582,Chemin des Rigons Les Pennes-Mirabeau,non
Pere & Fish,,https://pere-et-fish.belorder.com/restaurants,,Chemin des Rigons Les Pennes-Mirabeau,non
Heiko,,https://www.heiko-poke.com/plan-de-campagne/,+33 4 42 09 33 45,,non
Istanbul Lounge,contact@plandecampagne.com,https://www.plandecampagne.com/annuaire/cafe-christophe/,+33 4 42 46 93 65,128 Rue Pierre Pierrel Cabriès,non
Bistro Régent,plandecampagne@bistroregent.fr,https://bistro-regent.fr,+33 4 42 02 57 75,Chemin des Pennes aux Pins Les Pennes-Mirabeau,non
Le vieux pizzaïolo,,,,,non
3 Brasseurs,3737@les3brasseurs.com,https://restaurants.3brasseurs.com/fr/france-FR/934/3-brasseurs-plan-de-campagne/details,+33 4 88 93 85 75,Chemin de la Grande Campagne 13480 Cabriès Cabriès,non
Sushi Food Truck Plan de Campagne,monpetitcali@gmail.com,https://www.monpetitcali.com/,+33 6 21 31 03 56,417 Avenue Barreau Nord-Sud Cabriès,non
GAYA Restaurant,contact@gayarestaurant.fr,https://www.plandecampagne.com/annuaire/gaya-restaurant/,+33 6 23 88 51 63,Avenue Étienne Rabattu Cabriès,non
Sushi Maki Drive,contact@plandecampagne.com,https://www.plandecampagne.com/annuaire/sushi-maki/,+33646489576,Cabriès,non
Dayu,,,+33442021604,Chemin de la Voilerie Les Pennes-Mirabeau,non
Les Comédiens,lescomediens.pdc@gmail.com,https://www.plandecampagne.com/annuaire/les-comediens/,+33488435115,Centre Commercial My Palmeraie Cabriès,non
Nino,contact@plandecampagne.com,https://www.plandecampagne.com/annuaire/nino/,+33 4 42 31 80 66,Les Pennes-Mirabeau,non
Léon Fish Brasserie - Plan de Campagne,serviceclients@restaurantleon.fr,https://www.restaurantleon.fr/nos-restaurants/plan-de-campagne,+33 4 86 11 95 40,9 Rue Albert Manoukian Cabriès,non
China Express,contact@chinaexpress.fr,https://chinaexpress.fr/,+33 4 42 02 97 78,135 Rue René Squadroni Cabriès,non
Y'a un Resto,,,,,non
La table d'Égypte,,,,23 Boulevard de la Libération - Général de Monsabert,non
Restaurant Universitaire École Centrale,,https://www.crous-aix-marseille.fr/restaurant/ru-ecole-centrale-3/,+33 4 91 05 46 18,38 Rue Frédéric Joliot Curie Marseille,non
La Grillade Dathènes,,,,,non
Naandi's,,,,,non
Jacqueline,,https://www.instagram.com/jacqueline__marseille,,,non
Jo's Burger,,https://lesburgersdejo.com/,,33 Rue Sainte Marseille,non
L'escale Marocaine,,,,33 Boulevard de Plombières Marseille,non
La Cuisine de l'Arc,contact@lacuisinedelarc.fr,https://www.lacuisinedelarc.fr/page/3383929-accueil,+33 9 56 56 56 05,5 Rue de l'Arc,non
Yam by Nour,,,,86 Cours Julien,non
Wok & rolls,,,,,non
Pezzo di Pizza,,,,,non
Les Petites Cantines (Marseille),marseille@lespetitescantines.org,https://linktr.ee/lespetitescantinesmarseille,,36 Rue Barbaroux,non
Makhlouf,,,,109 Rue Paradis,non
Durum,,,,19 Rue Saint-Michel,non
Easy Sushi,,https://www.easysushi.fr,,,non
La casa del pizza,,,+33 7 67 68 24 64,18 Boulevard Baudelaire,non
Restaurant Bio Les Ondines,,,,,non
Gold Beef,,,,,non
Bamboche,,,,,non
Gaza Palestine,,,,82 Rue Curiol,non
Chez Ferrato,,,,15 Rue Antoine Maille,non
Quelle belle Journée,,https://fr.restaurantguru.com/QUELLE-BELLE-JOURNEE-Marseille,+33 9 86 15 17 52,2 Rue d'Iéna,non
Koujina Express,utilisateur@domaine.com,https://www.chezyassine.com/,09 61 08 62 74,2 Boulevard Chave,non
Douceur piquante,,,+33660159305,11 Rue Guy Môquet,non
A la Libanaise,,,,27 rue Désirée Clary Marseille,non
Tête d'ail,,,,19 Rue d'Aubagne Marseille,non
Restaurant Universitaire Saint-Jérôme,,https://www.crous-aix-marseille.fr/restaurant/ru-saint-jerome-3/,+33 4 91 10 11 02,,non
Les Mouettes,,,,148,non
CoCo Loco,,,,,non
La Dilligence,,,,,non
Restaurant Universitaire Canebière,,https://www.crous-aix-marseille.fr/logement/cites-et-residences-universitaires/marseille/ru-canebiere,,,non
Restaurant universitaire,,,,,non
